date,sunrise,sunset,moon_phase,illumination,moonrise,moonset,moon_status
2025-07-03,2025-07-03 05:16:34,2025-07-03 20:56:37,7.66,53%,2025-07-03 14:06:00,2025-07-04 00:48:00,Waxing
